region_code,region_name,city_code,city_name,street_code,street_name,street_name_status,official_code
31,חיפה,4000,חיפה,10112,כיאט ככר,synonym of 370,370
31,חיפה,4000,חיפה,371,קהילת סלוניקי,official,371
31,חיפה,4000,חיפה,10113,סלוניקי,synonym of 371,371
31,חיפה,4000,חיפה,10114,קהילת סאלוניקי,synonym of 371,371
31,חיפה,4000,חיפה,372,קיזרמן נתן,official,372
31,חיפה,4000,חיפה,10115,קיזרמן,synonym of 372,372
31,חיפה,4000,חיפה,10116,נתן,synonym of 372,372
31,חיפה,4000,חיפה,10117,נתן קיזרמן,synonym of 372,372
31,חיפה,4000,חיפה,373,דוברין נחום,official,373
31,חיפה,4000,חיפה,10118,ש חילים נחו,synonym of 373,373
31,חיפה,4000,חיפה,10119,דוברין,synonym of 373,373
31,חיפה,4000,חיפה,10120,נחום,synonym of 373,373
31,חיפה,4000,חיפה,10121,נחום דוברין,synonym of 373,373
31,חיפה,4000,חיפה,374,סמ רובין,official,374
31,חיפה,4000,חיפה,10122,רובין סמ,synonym of 374,374
31,חיפה,4000,חיפה,10123,רובין סמטה,synonym of 374,374
31,חיפה,4000,חיפה,10124,סמטת רובין,synonym of 374,374
31,חיפה,4000,חיפה,375,סמ פליק,official,375
31,חיפה,4000,חיפה,10125,פליק סמ,synonym of 375,375
31,חיפה,4000,חיפה,10126,פליק סמטה,synonym of 375,375
31,חיפה,4000,חיפה,10127,פאליק,synonym of 375,375
31,חיפה,4000,חיפה,376,המרוניטים,official,376
31,חיפה,4000,חיפה,10128,המרוניתים,synonym of 376,376
31,חיפה,4000,חיפה,377,איתין יהודה,official,377
31,חיפה,4000,חיפה,10129,יהודה איתין,synonym of 377,377
31,חיפה,4000,חיפה,10130,איתין,synonym of 377,377
31,חיפה,4000,חיפה,378,ליפשיץ יוסף,official,378
31,חיפה,4000,חיפה,10131,יוסף ליפשיץ,synonym of 378,378
31,חיפה,4000,חיפה,379,אל מורינה,official,379
31,חיפה,4000,חיפה,380,חשבון,official,380
31,חיפה,4000,חיפה,10132,מרכז מסחרי,synonym of 380,380
31,חיפה,4000,חיפה,381,פקדון,official,381
31,חיפה,4000,חיפה,10133,הפקדון,synonym of 381,381
31,חיפה,4000,חיפה,382,הנגיד,official,382
31,חיפה,4000,חיפה,383,התשעים ושלוש,official,383
31,חיפה,4000,חיפה,10134,התשעים ושלש,synonym of 383,383
31,חיפה,4000,חיפה,10135,הנזירות,synonym of 383,383
31,חיפה,4000,חיפה,384,גדוד 22,official,384
31,חיפה,4000,חיפה,385,א סלט,official,385
31,חיפה,4000,חיפה,10136,אסלט,synonym of 385,385
31,חיפה,4000,חיפה,10137,אס סלט,synonym of 385,385
31,חיפה,4000,חיפה,386,כורי,official,386
31,חיפה,4000,חיפה,10138,כורי ב חלוצ,synonym of 386,386
31,חיפה,4000,חיפה,10139,חורי,synonym of 386,386
31,חיפה,4000,חיפה,387,ראהבת,official,387
31,חיפה,4000,חיפה,10140,רחבת מד,synonym of 387,387
31,חיפה,4000,חיפה,10141,ראהבת מד,synonym of 387,387
31,חיפה,4000,חיפה,10142,ראהבד מד,synonym of 387,387
31,חיפה,4000,חיפה,388,ג'למה,official,388
31,חיפה,4000,חיפה,10143,גלמי סמ,synonym of 388,388
31,חיפה,4000,חיפה,10144,סמ גלמי,synonym of 388,388
31,חיפה,4000,חיפה,10145,גלמה,synonym of 388,388
31,חיפה,4000,חיפה,389,צהיון,official,389
31,חיפה,4000,חיפה,10146,צהון,synonym of 389,389
31,חיפה,4000,חיפה,10147,דהיון,synonym of 389,389
31,חיפה,4000,חיפה,10148,סהיון,synonym of 389,389
31,חיפה,4000,חיפה,390,אל עתיקה,official,390
31,חיפה,4000,חיפה,10149,סמ אל עתיקה,synonym of 390,390
31,חיפה,4000,חיפה,391,קיסריה,official,391
31,חיפה,4000,חיפה,10150,קסריה,synonym of 391,391
31,חיפה,4000,חיפה,392,יקוט,official,392
31,חיפה,4000,חיפה,10151,יקות,synonym of 392,392
31,חיפה,4000,חיפה,10152,יאקות,synonym of 392,392
31,חיפה,4000,חיפה,10153,יאקוט,synonym of 392,392
31,חיפה,4000,חיפה,393,הואדי,official,393
31,חיפה,4000,חיפה,10154,מדרגות ואדי,synonym of 393,393
31,חיפה,4000,חיפה,10155,ודי,synonym of 393,393
31,חיפה,4000,חיפה,10156,וואדי,synonym of 393,393
31,חיפה,4000,חיפה,10157,ואדי,synonym of 393,393
31,חיפה,4000,חיפה,394,פרץ י. ל.,official,394
31,חיפה,4000,חיפה,10158,פרץ י ל,synonym of 394,394
31,חיפה,4000,חיפה,10159,י ל פרץ,synonym of 394,394
31,חיפה,4000,חיפה,10160,פרץ,synonym of 394,394
31,חיפה,4000,חיפה,395,יבנה,official,395
31,חיפה,4000,חיפה,396,סמ צור,official,396
31,חיפה,4000,חיפה,10161,דור סמ,synonym of 396,396
31,חיפה,4000,חיפה,10162,צור ככר,synonym of 396,396
31,חיפה,4000,חיפה,10163,צור מד,synonym of 396,396
31,חיפה,4000,חיפה,10164,צור סמ,synonym of 396,396
31,חיפה,4000,חיפה,10165,צור סמטה,synonym of 396,396
31,חיפה,4000,חיפה,10166,דור סמטה,synonym of 396,396
31,חיפה,4000,חיפה,397,אל חרירי,official,397
31,חיפה,4000,חיפה,10167,חרירי,synonym of 397,397
31,חיפה,4000,חיפה,10168,אלחרירי,synonym of 397,397
31,חיפה,4000,חיפה,398,חדאד,official,398
31,חיפה,4000,חיפה,10169,חדד,synonym of 398,398
31,חיפה,4000,חיפה,399,שד בן גוריון,official,399
31,חיפה,4000,חיפה,10170,מלון וינזדור,synonym of 399,399
31,חיפה,4000,חיפה,10171,מלון וינדזור,synonym of 399,399
31,חיפה,4000,חיפה,10172,בן גוריון,synonym of 399,399
31,חיפה,4000,חיפה,10173,בן גוריון שד,synonym of 399,399
31,חיפה,4000,חיפה,10174,בן גוריון שדרות,synonym of 399,399
31,חיפה,4000,חיפה,10175,הכרמל,synonym of 399,399
31,חיפה,4000,חיפה,10176,הכרמל שד,synonym of 399,399
31,חיפה,4000,חיפה,10177,הכרמל שדרות,synonym of 399,399
31,חיפה,4000,חיפה,10178,שדרות בן גוריון,synonym of 399,399
31,חיפה,4000,חיפה,10179,שד הכרמל,synonym of 399,399
31,חיפה,4000,חיפה,10180,שדרות הכרמל,synonym of 399,399
31,חיפה,4000,חיפה,400,חוף קרית חיים,official,400
31,חיפה,4000,חיפה,401,סמ אשקלון,official,401
31,חיפה,4000,חיפה,10181,אשקלון סמטה,synonym of 401,401
31,חיפה,4000,חיפה,10182,אשקלון,synonym of 401,401
31,חיפה,4000,חיפה,10183,אשקלון סמ,synonym of 401,401
31,חיפה,4000,חיפה,402,לבונטין,official,402
31,חיפה,4000,חיפה,10184,לבנטין,synonym of 402,402
31,חיפה,4000,חיפה,403,שבתאי לוי,official,403
31,חיפה,4000,חיפה,10185,שבתי לוי,synonym of 403,403
31,חיפה,4000,חיפה,10186,לוי שבתאי,synonym of 403,403
31,חיפה,4000,חיפה,10187,לוי שבתי,synonym of 403,403
31,חיפה,4000,חיפה,404,מד דור,official,404
31,חיפה,4000,חיפה,10188,דור מד,synonym of 404,404
31,חיפה,4000,חיפה,405,אל פראבי,official,405
31,חיפה,4000,חיפה,10189,פרבי,synonym of 405,405
31,חיפה,4000,חיפה,406,מד רשפון,official,406
31,חיפה,4000,חיפה,10190,רשפון מד,synonym of 406,406
31,חיפה,4000,חיפה,10191,רשפון,synonym of 406,406
31,חיפה,4000,חיפה,407,אטוגראי,official,407
31,חיפה,4000,חיפה,10192,אל טוגראיי,synonym of 407,407
31,חיפה,4000,חיפה,10193,סמ אל טוגראי,synonym of 407,407
31,חיפה,4000,חיפה,10194,טוגראי,synonym of 407,407
31,חיפה,4000,חיפה,10195,אל טוגראי סמ,synonym of 407,407
31,חיפה,4000,חיפה,10196,אל טוגראי,synonym of 407,407
31,חיפה,4000,חיפה,10197,אל טוגראי סמטה,synonym of 407,407
31,חיפה,4000,חיפה,408,אל אספהני,official,408
31,חיפה,4000,חיפה,10198,אל אספהני סמטה,synonym of 408,408
31,חיפה,4000,חיפה,10199,אל אספהני סמ,synonym of 408,408
31,חיפה,4000,חיפה,10200,סמ אל אספהני,synonym of 408,408
31,חיפה,4000,חיפה,409,הפרסים,official,409
31,חיפה,4000,חיפה,410,סנט לוקס,official,410
31,חיפה,4000,חיפה,10201,סנטלוקס,synonym of 410,410
31,חיפה,4000,חיפה,411,בצרה,official,411
31,חיפה,4000,חיפה,10202,סמ אל בסרה,synonym of 411,411
31,חיפה,4000,חיפה,10203,אל בסרה סמ,synonym of 411,411
31,חיפה,4000,חיפה,10204,אל בסרה סמטה,synonym of 411,411
31,חיפה,4000,חיפה,10205,בסרה,synonym of 411,411
31,חיפה,4000,חיפה,412,אירן,official,412
31,חיפה,4000,חיפה,413,הגפן,official,413
31,חיפה,4000,חיפה,10206,מלון הגפן,synonym of 413,413
31,חיפה,4000,חיפה,10207,הגפן מנזר,synonym of 413,413
31,חיפה,4000,חיפה,414,אנילביץ מרדכי,official,414
31,חיפה,4000,חיפה,10208,אנילביץ מרד,synonym of 414,414
31,חיפה,4000,חיפה,10209,אנילביץ,synonym of 414,414
31,חיפה,4000,חיפה,10210,מרדכי אנילביץ,synonym of 414,414
31,חיפה,4000,חיפה,10211,אנלביץ מרדכי,synonym of 414,414
31,חיפה,4000,חיפה,10212,אנילביץ מרדכ,synonym of 414,414
31,חיפה,4000,חיפה,10213,אניליביץ,synonym of 414,414
31,חיפה,4000,חיפה,10214,מרדכי אנילבי,synonym of 414,414
31,חיפה,4000,חיפה,10215,מרדכי,synonym of 414,414
31,חיפה,4000,חיפה,10216,מ אנילביץ,synonym of 414,414
31,חיפה,4000,חיפה,10217,אנילביץ מ,synonym of 414,414
31,חיפה,4000,חיפה,415,הגנים,official,415
31,חיפה,4000,חיפה,10218,גנים,synonym of 415,415
31,חיפה,4000,חיפה,416,"רד""ק",official,416
31,חיפה,4000,חיפה,10219,רדק,synonym of 416,416
31,חיפה,4000,חיפה,417,לוחמי הגטאות,official,417
31,חיפה,4000,חיפה,10220,ביח איטלקי,synonym of 417,417
31,חיפה,4000,חיפה,10221,האיטלקים בי,synonym of 417,417
31,חיפה,4000,חיפה,10222,לוחמי הגיטאות,synonym of 417,417
31,חיפה,4000,חיפה,418,ביילהארץ פרידריך,official,418
31,חיפה,4000,חיפה,10223,בילהרץ,synonym of 418,418
31,חיפה,4000,חיפה,10224,פרידריך ביילהארץ,synonym of 418,418
31,חיפה,4000,חיפה,419,שומאכר גוטליב,official,419
31,חיפה,4000,חיפה,10225,הרמן,synonym of 419,419
31,חיפה,4000,חיפה,10226,שומאכר,synonym of 419,419
31,חיפה,4000,חיפה,10227,גוטליב שומאכר,synonym of 419,419
31,חיפה,4000,חיפה,420,הירוק,official,420
31,חיפה,4000,חיפה,10228,הירוק ב וגנר,synonym of 420,420
31,חיפה,4000,חיפה,421,שדה יצחק,official,421
31,חיפה,4000,חיפה,10229,יצחק שדה,synonym of 421,421
31,חיפה,4000,חיפה,422,אנגל יואל,official,422
31,חיפה,4000,חיפה,10230,אנגל,synonym of 422,422
31,חיפה,4000,חיפה,423,סמ הרכבת,official,423
31,חיפה,4000,חיפה,10231,הרכבת סמ,synonym of 423,423
31,חיפה,4000,חיפה,10232,הרכבת סמטה,synonym of 423,423
31,חיפה,4000,חיפה,10233,הרכבת,synonym of 423,423
31,חיפה,4000,חיפה,10234,הרכבת סמט,synonym of 423,423
31,חיפה,4000,חיפה,424,קישלה,official,424
31,חיפה,4000,חיפה,425,המשטרה,official,425
31,חיפה,4000,חיפה,426,זיסו א ל,official,426
31,חיפה,4000,חיפה,10235,א זיסו,synonym of 426,426
31,חיפה,4000,חיפה,10236,א ל זיסו,synonym of 426,426
31,חיפה,4000,חיפה,10237,זיסק,synonym of 426,426
31,חיפה,4000,חיפה,10238,זיסו,synonym of 426,426
31,חיפה,4000,חיפה,10239,ל זיסו,synonym of 426,426
31,חיפה,4000,חיפה,10240,אל זיסו,synonym of 426,426
31,חיפה,4000,חיפה,427,הסראיה,official,427
31,חיפה,4000,חיפה,428,המכס,official,428
31,חיפה,4000,חיפה,10241,המכס הכרמל,synonym of 428,428
31,חיפה,4000,חיפה,429,אוחנה נסים הרב,official,429
31,חיפה,4000,חיפה,10242,נוזהא,synonym of 429,429
31,חיפה,4000,חיפה,10243,נוזהה א מד,synonym of 429,429
31,חיפה,4000,חיפה,10244,נוזהא א מד,synonym of 429,429
31,חיפה,4000,חיפה,10245,אוחנה הרב,synonym of 429,429
31,חיפה,4000,חיפה,10246,אוחנה,synonym of 429,429
31,חיפה,4000,חיפה,10247,נוזהה,synonym of 429,429
31,חיפה,4000,חיפה,10248,הרב אוחנה,synonym of 429,429
31,חיפה,4000,חיפה,10249,אוחנה נסים,synonym of 429,429
31,חיפה,4000,חיפה,10250,הרב אוחנה נסים,synonym of 429,429
31,חיפה,4000,חיפה,430,מד נוזהה ב,official,430
31,חיפה,4000,חיפה,10251,נוזהא מד,synonym of 430,430
31,חיפה,4000,חיפה,10252,נוזהא מדר,synonym of 430,430
31,חיפה,4000,חיפה,10253,מד נוזהא ב,synonym of 430,430
31,חיפה,4000,חיפה,10254,נוזהא ב מד,synonym of 430,430
31,חיפה,4000,חיפה,431,סמ נוזהה,official,431
31,חיפה,4000,חיפה,10255,סמ נוזהא,synonym of 431,431
31,חיפה,4000,חיפה,10256,נוזהא סמ,synonym of 431,431
31,חיפה,4000,חיפה,10257,נוזהא סמטה,synonym of 431,431
31,חיפה,4000,חיפה,432,הטחנות הגדולות,official,432
31,חיפה,4000,חיפה,10258,טחנות גדולות,synonym of 432,432
31,חיפה,4000,חיפה,433,מסילת הברזל,official,433
31,חיפה,4000,חיפה,10259,מסילת הכרמל,synonym of 433,433
31,חיפה,4000,חיפה,434,אל עריש,official,434
31,חיפה,4000,חיפה,435,סמ העצמאות,official,435
31,חיפה,4000,חיפה,10260,העצמאות שמ,synonym of 435,435
31,חיפה,4000,חיפה,10261,העצמאות סמ,synonym of 435,435
31,חיפה,4000,חיפה,10262,העצמאות סמטה,synonym of 435,435
31,חיפה,4000,חיפה,436,עליית הנוער,official,436
31,חיפה,4000,חיפה,10263,עלית הנוער,synonym of 436,436
31,חיפה,4000,חיפה,437,אבן אל אתיר,official,437
31,חיפה,4000,חיפה,10264,אבן אל עסיר,synonym of 437,437
31,חיפה,4000,חיפה,10265,אבן אל אסיר,synonym of 437,437
31,חיפה,4000,חיפה,438,ארמן נחום,official,438
31,חיפה,4000,חיפה,10266,רח 2473,synonym of 438,438
31,חיפה,4000,חיפה,10267,נחום ארמן,synonym of 438,438
31,חיפה,4000,חיפה,10268,ארמן,synonym of 438,438
31,חיפה,4000,חיפה,439,תחנת הכרמל,official,439
31,חיפה,4000,חיפה,440,קדושי בגדד,official,440
31,חיפה,4000,חיפה,10269,בגדד,synonym of 440,440
31,חיפה,4000,חיפה,441,אל מערי,official,441
31,חיפה,4000,חיפה,10270,אל סערי,synonym of 441,441
31,חיפה,4000,חיפה,442,נתיבי המפרץ,official,442
31,חיפה,4000,חיפה,10271,כביש 22,synonym of 442,442
31,חיפה,4000,חיפה,10272,רח 2500,synonym of 442,442
31,חיפה,4000,חיפה,10273,דרך הקישון,synonym of 442,442
31,חיפה,4000,חיפה,443,הרמן צבי,official,443
31,חיפה,4000,חיפה,10274,רח 1020,synonym of 443,443
31,חיפה,4000,חיפה,444,נתנזון,official,444
31,חיפה,4000,חיפה,445,"רינ""ה",official,445
31,חיפה,4000,חיפה,10275,רינה,synonym of 445,445
31,חיפה,4000,חיפה,10276,רבי ישראל נח הכהן,synonym of 445,445
31,חיפה,4000,חיפה,446,ברון הירש,official,446
31,חיפה,4000,חיפה,10277,הירש,synonym of 446,446
31,חיפה,4000,חיפה,10278,הירש הברון,synonym of 446,446
31,חיפה,4000,חיפה,10279,הברון הירש,synonym of 446,446
31,חיפה,4000,חיפה,447,לשם,official,447
31,חיפה,4000,חיפה,10280,רח 637,synonym of 447,447
31,חיפה,4000,חיפה,448,המלאכה,official,448
31,חיפה,4000,חיפה,449,סמ אוריין מאיר,official,449
31,חיפה,4000,חיפה,10281,אוריין מאיר,synonym of 449,449
31,חיפה,4000,חיפה,10282,סמ אוריין,synonym of 449,449
31,חיפה,4000,חיפה,10283,אוריין,synonym of 449,449
31,חיפה,4000,חיפה,10284,אורין,synonym of 449,449
31,חיפה,4000,חיפה,450,סמ הזגג,official,450
31,חיפה,4000,חיפה,10285,הזגג סמ,synonym of 450,450
31,חיפה,4000,חיפה,10286,הזגג,synonym of 450,450
31,חיפה,4000,חיפה,451,רוזן פנחס,official,451
31,חיפה,4000,חיפה,10287,רוזן,synonym of 451,451
31,חיפה,4000,חיפה,10288,פנחס רוזן,synonym of 451,451
31,חיפה,4000,חיפה,452,קריב אברהם,official,452
31,חיפה,4000,חיפה,10289,רח 997,synonym of 452,452
31,חיפה,4000,חיפה,10290,קריב,synonym of 452,452
31,חיפה,4000,חיפה,10291,אברהם קריב,synonym of 452,452
31,חיפה,4000,חיפה,453,"שז""ר זלמן",official,453
31,חיפה,4000,חיפה,10292,שזר,synonym of 453,453
31,חיפה,4000,חיפה,10293,זלמן שזר,synonym of 453,453
31,חיפה,4000,חיפה,10294,שזר זלמן,synonym of 453,453
31,חיפה,4000,חיפה,454,אסף דוד הרב,official,454
31,חיפה,4000,חיפה,10295,אסף,synonym of 454,454
31,חיפה,4000,חיפה,10296,אסף דוד,synonym of 454,454
31,חיפה,4000,חיפה,10297,דוד אסף,synonym of 454,454
31,חיפה,4000,חיפה,10298,הרב אסף,synonym of 454,454
31,חיפה,4000,חיפה,10299,הרב דוד אסף,synonym of 454,454
31,חיפה,4000,חיפה,10300,הרב אסף דוד,synonym of 454,454
31,חיפה,4000,חיפה,455,מנדלסון דבורה,official,455
31,חיפה,4000,חיפה,10301,מנדלסון,synonym of 455,455
31,חיפה,4000,חיפה,10302,דבורה מנדלסון,synonym of 455,455
31,חיפה,4000,חיפה,456,הינדס מתתיהו,official,456
31,חיפה,4000,חיפה,10303,הינדס,synonym of 456,456
31,חיפה,4000,חיפה,10304,מתתיהו הינדס,synonym of 456,456
31,חיפה,4000,חיפה,457,דנה יוסף הרב,official,457
31,חיפה,4000,חיפה,10305,הרב דנה יוסף,synonym of 457,457
31,חיפה,4000,חיפה,10306,מד הרב דנה יוסף,synonym of 457,457
31,חיפה,4000,חיפה,458,מורד היסמין,official,458
31,חיפה,4000,חיפה,10307,יסמין,synonym of 458,458
31,חיפה,4000,חיפה,10308,היסמין,synonym of 458,458
31,חיפה,4000,חיפה,10309,היסמין מורד,synonym of 458,458
31,חיפה,4000,חיפה,459,צביה ויצחק,official,459
31,חיפה,4000,חיפה,460,קדושי יאסי,official,460
31,חיפה,4000,חיפה,461,גן אלי כהן,official,461
31,חיפה,4000,חיפה,462,רודנר עקיבא הרב,official,462
31,חיפה,4000,חיפה,10310,הרב רודנר,synonym of 462,462
31,חיפה,4000,חיפה,10311,רודנר עקיבא,synonym of 462,462
31,חיפה,4000,חיפה,10312,הרב רודנר עקיבא,synonym of 462,462
31,חיפה,4000,חיפה,463,"תאד""ל",official,463
31,חיפה,4000,חיפה,10313,אמונה,synonym of 463,463
31,חיפה,4000,חיפה,10314,תדאל,synonym of 463,463
31,חיפה,4000,חיפה,10315,תאדל,synonym of 463,463
31,חיפה,4000,חיפה,464,חת נחום,official,464
31,חיפה,4000,חיפה,10316,חת,synonym of 464,464
31,חיפה,4000,חיפה,10317,נחום חת,synonym of 464,464
31,חיפה,4000,חיפה,10318,רח 2496,synonym of 464,464
31,חיפה,4000,חיפה,465,לבון פנחס,official,465
31,חיפה,4000,חיפה,10319,פנחס לבון,synonym of 465,465
31,חיפה,4000,חיפה,10320,לבון,synonym of 465,465
31,חיפה,4000,חיפה,466,"שלוסברג שמואל ד""ר",official,466
31,חיפה,4000,חיפה,10321,שמואל שלוסברג,synonym of 466,466
31,חיפה,4000,חיפה,10322,שלוסברג,synonym of 466,466
31,חיפה,4000,חיפה,10323,שלוסברג שמואל,synonym of 466,466
31,חיפה,4000,חיפה,10324,"שמואל שלוסברג ד""ר",synonym of 466,466
31,חיפה,4000,חיפה,10325,"ד""ר שלוסברג שמואל",synonym of 466,466
31,חיפה,4000,חיפה,10326,"ד""ר שמואל שלוסברג",synonym of 466,466
31,חיפה,4000,חיפה,467,"לסקוב חיים רא""ל",official,467
31,חיפה,4000,חיפה,10327,לסקוב,synonym of 467,467
31,חיפה,4000,חיפה,10328,חיים לסקוב,synonym of 467,467
31,חיפה,4000,חיפה,10329,לסקוב חיים,synonym of 467,467
31,חיפה,4000,חיפה,10330,"חיים לסקוב רא""ל",synonym of 467,467
31,חיפה,4000,חיפה,468,בן יעקב צבי,official,468
31,חיפה,4000,חיפה,10331,בן יעקב,synonym of 468,468
31,חיפה,4000,חיפה,10332,צבי בן יעקב,synonym of 468,468
31,חיפה,4000,חיפה,10333,רח 2547,synonym of 468,468
31,חיפה,4000,חיפה,469,גרינברג אורי צבי,official,469
31,חיפה,4000,חיפה,10334,אורי צבי גרינברג,synonym of 469,469
31,חיפה,4000,חיפה,10335,גרינברג,synonym of 469,469
31,חיפה,4000,חיפה,10336,גרינברג אורי,synonym of 469,469
31,חיפה,4000,חיפה,10337,רח 958,synonym of 469,469
31,חיפה,4000,חיפה,10338,גרינברג צבי,synonym of 469,469
31,חיפה,4000,חיפה,470,בני ברית,official,470
31,חיפה,4000,חיפה,10339,רח 1732,synonym of 470,470
31,חיפה,4000,חיפה,471,כרוך אריה,official,471
31,חיפה,4000,חיפה,10340,כרוך,synonym of 471,471
31,חיפה,4000,חיפה,10341,רח 2548,synonym of 471,471
31,חיפה,4000,חיפה,10342,אריה כרוך,synonym of 471,471
31,חיפה,4000,חיפה,472,רח 2611,official,472
31,חיפה,4000,חיפה,473,דרך רודיק שמעון,official,473
31,חיפה,4000,חיפה,10343,רח 2644,synonym of 473,473
31,חיפה,4000,חיפה,10344,דרך שמעון רודיק,synonym of 473,473
31,חיפה,4000,חיפה,474,גרינשפון הרצל,official,474
31,חיפה,4000,חיפה,10345,הרצל גרינשפון,synonym of 474,474
31,חיפה,4000,חיפה,475,פורטונה עמנואל,official,475
31,חיפה,4000,חיפה,10346,פורטונה,synonym of 475,475
31,חיפה,4000,חיפה,10347,עמנואל פורטונה,synonym of 475,475
31,חיפה,4000,חיפה,476,הגומא,official,476
31,חיפה,4000,חיפה,477,סמ הכנסיה,official,477
31,חיפה,4000,חיפה,10348,הכנסיה,synonym of 477,477
31,חיפה,4000,חיפה,478,שביל חנא נקארה,official,478
31,חיפה,4000,חיפה,10349,חנא נקארה,synonym of 478,478
31,חיפה,4000,חיפה,10350,נקארה חנא,synonym of 478,478
31,חיפה,4000,חיפה,479,הנופר,official,479
31,חיפה,4000,חיפה,10351,נופר,synonym of 479,479
31,חיפה,4000,חיפה,480,"אנגל יונה ד""ר",official,480
31,חיפה,4000,חיפה,10352,רח 2538,synonym of 480,480
31,חיפה,4000,חיפה,10353,יונה אנגל,synonym of 480,480
31,חיפה,4000,חיפה,10354,אנגל יונה,synonym of 480,480
31,חיפה,4000,חיפה,10355,"ד""ר אנגל יונה",synonym of 480,480
31,חיפה,4000,חיפה,481,טהון יעקב,official,481
31,חיפה,4000,חיפה,10356,רח 2539,synonym of 481,481
31,חיפה,4000,חיפה,10357,יעקב טהון,synonym of 481,481
31,חיפה,4000,חיפה,10358,טהון,synonym of 481,481
31,חיפה,4000,חיפה,482,רובינא חנה,official,482
31,חיפה,4000,חיפה,10359,רח 2540,synonym of 482,482
31,חיפה,4000,חיפה,10360,חנה רובינא,synonym of 482,482
31,חיפה,4000,חיפה,10361,רובינא,synonym of 482,482
31,חיפה,4000,חיפה,483,מאיר גולדה,official,483
31,חיפה,4000,חיפה,10362,רח 2537,synonym of 483,483
31,חיפה,4000,חיפה,10363,גולדה,synonym of 483,483
31,חיפה,4000,חיפה,10364,גולדה מאיר,synonym of 483,483
31,חיפה,4000,חיפה,484,כגן רחל,official,484
31,חיפה,4000,חיפה,10365,רחל כגן,synonym of 484,484
31,חיפה,4000,חיפה,10366,כגן,synonym of 484,484
31,חיפה,4000,חיפה,485,אהרונסון,official,485
31,חיפה,4000,חיפה,10367,רח 2563,synonym of 485,485
31,חיפה,4000,חיפה,486,רח 2647,official,486
31,חיפה,4000,חיפה,487,רח 2648,official,487
31,חיפה,4000,חיפה,489,לב המפרץ,official,489
31,חיפה,4000,חיפה,10368,קניון לב המפרץ,synonym of 489,489
31,חיפה,4000,חיפה,490,"שוויצר אלברט ד""ר",official,490
31,חיפה,4000,חיפה,10369,אלברט שויצר,synonym of 490,490
31,חיפה,4000,חיפה,10370,שוויצר,synonym of 490,490
31,חיפה,4000,חיפה,10371,רח 918,synonym of 490,490
31,חיפה,4000,חיפה,10372,שויצר,synonym of 490,490
31,חיפה,4000,חיפה,10373,אלברט שוויצר,synonym of 490,490
31,חיפה,4000,חיפה,10374,שוייצר אלברט,synonym of 490,490
31,חיפה,4000,חיפה,10375,אלברט שוייצר,synonym of 490,490
31,חיפה,4000,חיפה,10376,שוויצר אלברט,synonym of 490,490
31,חיפה,4000,חיפה,10377,"ד""ר שוויצר אלברט",synonym of 490,490
31,חיפה,4000,חיפה,491,ברנשטיין פרץ,official,491
31,חיפה,4000,חיפה,10378,רח 916,synonym of 491,491
31,חיפה,4000,חיפה,10379,פרץ ברנשטיין,synonym of 491,491
31,חיפה,4000,חיפה,10380,ברנשטיין,synonym of 491,491
31,חיפה,4000,חיפה,492,סבידור מנחם,official,492
31,חיפה,4000,חיפה,10381,מנחם סבידור,synonym of 492,492
31,חיפה,4000,חיפה,10382,סבידור,synonym of 492,492
31,חיפה,4000,חיפה,10383,רח 2502,synonym of 492,492
31,חיפה,4000,חיפה,493,שאגאל מארק,official,493
31,חיפה,4000,חיפה,10384,מארק שאגאל,synonym of 493,493
31,חיפה,4000,חיפה,10385,רח 915,synonym of 493,493
31,חיפה,4000,חיפה,10386,שאגאל,synonym of 493,493
31,חיפה,4000,חיפה,10387,מרק שגאל,synonym of 493,493
31,חיפה,4000,חיפה,494,טוסקניני ארתור,official,494
31,חיפה,4000,חיפה,10388,רח 919,synonym of 494,494
31,חיפה,4000,חיפה,10389,טוסקניני,synonym of 494,494
31,חיפה,4000,חיפה,495,גאולי תימן,official,495
31,חיפה,4000,חיפה,10390,רח 920,synonym of 495,495
31,חיפה,4000,חיפה,496,גיבורי גיטו ורשה,official,496
31,חיפה,4000,חיפה,10391,גבורי גטו ורשה,synonym of 496,496
31,חיפה,4000,חיפה,10392,גטו ורשה,synonym of 496,496
31,חיפה,4000,חיפה,10393,רח 921,synonym of 496,496
31,חיפה,4000,חיפה,10394,גבורי גיטו ורשה,synonym of 496,496
31,חיפה,4000,חיפה,10395,גיבורי גטו ורשה,synonym of 496,496
31,חיפה,4000,חיפה,497,אנצ'ו סירני,official,497
31,חיפה,4000,חיפה,10396,רח 922,synonym of 497,497
31,חיפה,4000,חיפה,10397,סירני,synonym of 497,497
31,חיפה,4000,חיפה,498,מעון אבא חושי,official,498
31,חיפה,4000,חיפה,10398,מרכז אבא חושי,synonym of 498,498
31,חיפה,4000,חיפה,10399,אבא חושי מעון,synonym of 498,498
31,חיפה,4000,חיפה,499,מעון קלמן לוין,official,499
31,חיפה,4000,חיפה,10400,מרכז קליטה חניתה,synonym of 499,499
31,חיפה,4000,חיפה,10401,מעון קליטה חניתה,synonym of 499,499
31,חיפה,4000,חיפה,10402,חניתה )מ ק(,synonym of 499,499
31,חיפה,4000,חיפה,500,דאהר אל עמר,official,500
31,חיפה,4000,חיפה,10403,אל עמר,synonym of 500,500
